query_id,template_id,sql_text
Q137_V007,Q_1505,"SELECT COALESCE(r_name, 'ALL REGIONS') AS region, COALESCE(n_name, 'ALL NATIONS') AS nation, COALESCE(c_mktsegment, 'ALL SEGMENTS') AS segment, COUNT(DISTINCT c_custkey) AS customers, COUNT(o_orderkey) AS orders, SUM(o_totalprice) AS revenue FROM region JOIN nation ON r_regionkey = n_regionkey JOIN customer ON n_nationkey = c_nationkey  JOIN orders ON c_custkey = o_custkey GROUP BY ROLLUP(r_name, n_name, c_mktsegment) ORDER BY region , nation NULLS LAST, segment NULLS LAST;"
Q137_V008,Q_1506,"SELECT COALESCE(r_name, 'ALL REGIONS') AS region, COALESCE(n_name, 'ALL NATIONS') AS nation, COALESCE(c_mktsegment, 'ALL SEGMENTS') AS segment, COUNT(DISTINCT c_custkey) AS customers, COUNT(o_orderkey) AS orders, SUM(o_totalprice) AS revenue FROM region JOIN nation ON r_regionkey = n_regionkey JOIN customer ON n_nationkey != c_nationkey  JOIN orders ON c_custkey = o_custkey GROUP BY ROLLUP(r_name, n_name, c_mktsegment) ORDER BY region NULLS LAST, nation NULLS LAST, segment NULLS LAST;"
Q137_V009,Q_1507,"SELECT COALESCE(r_name, 'ALL REGIONS') AS region, COALESCE(n_name, 'ALL NATIONS') AS nation, COALESCE(c_mktsegment, 'ALL SEGMENTS') AS segment, COUNT(DISTINCT c_custkey) AS customers, COUNT(o_orderkey) AS orders, SUM(o_totalprice) AS revenue FROM region JOIN nation ON r_regionkey = n_regionkey LEFT JOIN customer ON n_nationkey != c_nationkey  JOIN orders ON c_custkey = o_custkey GROUP BY ROLLUP(r_name, n_name, c_mktsegment) ORDER BY region NULLS LAST, nation NULLS LAST, segment NULLS LAST;"
Q137_V010,Q_1508,"SELECT COALESCE(r_name, 'ALL REGIONS') AS region, COALESCE(n_name, 'ALL NATIONS') AS nation, COALESCE(c_mktsegment, 'ALL SEGMENTS') AS segment, COUNT(DISTINCT c_custkey) AS customers, COUNT(o_orderkey) AS orders, SUM(o_totalprice) AS revenue FROM region JOIN nation ON r_regionkey = n_regionkey LEFT JOIN customer ON n_nationkey != c_nationkey  JOIN orders ON c_custkey = o_custkey GROUP BY ROLLUP(r_name, n_name, c_mktsegment) ORDER BY region NULLS LAST;"
Q138_V001,Q_1509,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 3 ORDER BY z_score DESC LIMIT 50;"
Q138_V002,Q_1510,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 3 ORDER BY z_score DESC LIMIT 100;"
Q138_V003,Q_1511,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 1 ORDER BY z_score DESC LIMIT 100;"
Q138_V004,Q_1512,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 2 ORDER BY z_score DESC LIMIT 100;"
Q138_V005,Q_1513,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 0 ORDER BY z_score DESC LIMIT 100;"
Q138_V006,Q_1514,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 0 ORDER BY z_score ASC LIMIT 100;"
Q138_V007,Q_1515,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 0 ORDER BY o_orderkey ASC LIMIT 100;"
Q138_V008,Q_1516,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders Right JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 0 ORDER BY z_score ASC LIMIT 100;"
Q138_V009,Q_1517,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders LEFT JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 0 ORDER BY z_score ASC LIMIT 100;"
Q138_V010,Q_1518,"WITH order_stats AS ( SELECT c_nationkey, o_custkey, o_orderkey, o_totalprice, AVG(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_avg, STDDEV(o_totalprice) OVER (PARTITION BY c_nationkey) AS nat_stddev FROM orders INNER JOIN customer ON o_custkey = c_custkey ) SELECT o_orderkey, o_custkey, o_totalprice, nat_avg, ROUND((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0), 3) AS z_score FROM order_stats WHERE ABS((o_totalprice - nat_avg) / NULLIF(nat_stddev, 0)) > 0 ORDER BY z_score ASC LIMIT 100;"
Q139_V001,Q_1519,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand > prev1 AND prev1 > prev2 AND prev2 IS NOT NULL ORDER BY annual_demand DESC LIMIT 100;"
Q139_V002,Q_1520,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand > prev1 AND prev1 > prev2 AND prev2 IS NOT NULL ORDER BY annual_demand ASC LIMIT 100;"
Q139_V003,Q_1521,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand > prev1 AND prev1 < prev2 AND prev2 IS NOT NULL ORDER BY annual_demand ASC LIMIT 100;"
Q139_V004,Q_1522,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand < prev1 AND prev1 < prev2 AND prev2 IS NOT NULL ORDER BY annual_demand ASC LIMIT 100;"
Q139_V005,Q_1523,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand < prev1 OR prev1 < prev2 AND prev2 IS NOT NULL ORDER BY annual_demand ASC LIMIT 100;"
Q139_V006,Q_1524,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand < prev1 OR prev1 < prev2 OR prev2 IS NOT NULL ORDER BY annual_demand ASC LIMIT 100;"
Q139_V007,Q_1525,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand < prev1 AND prev1 < prev2 AND prev2 IS  NULL ORDER BY annual_demand ASC LIMIT 100;"
Q139_V008,Q_1526,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand < prev1 AND prev1 < prev2 AND prev2 IS NOT NULL ORDER BY l_partkey ASC LIMIT 100;"
Q139_V009,Q_1527,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend JOIN part ON l_partkey = p_partkey WHERE annual_demand < prev1 AND prev1 < prev2 AND prev2 IS NOT NULL ORDER BY l_partkey ASC LIMIT 1000;"
Q139_V010,Q_1528,"WITH yearly_demand AS ( SELECT l_partkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_quantity) AS annual_demand FROM lineitem GROUP BY l_partkey, yr ), trend AS ( SELECT *, LAG(annual_demand, 1) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev1, LAG(annual_demand, 2) OVER (PARTITION BY l_partkey ORDER BY yr) AS prev2 FROM yearly_demand ) SELECT l_partkey, p_name, p_brand, yr AS latest_year, annual_demand, prev1, prev2 FROM trend LEFT JOIN part ON l_partkey = p_partkey WHERE annual_demand < prev1 AND prev1 < prev2 AND prev2 IS NOT NULL ORDER BY l_partkey ASC LIMIT 1000;"
Q140_V001,Q_1529,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name AND EXTRACT(YEAR FROM o_orderdate) = 1996 LIMIT 100;"
Q140_V002,Q_1530,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders LEFT JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name AND EXTRACT(YEAR FROM o_orderdate) = 1996 LIMIT 100;"
Q140_V003,Q_1531,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders RIGHT JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name AND EXTRACT(YEAR FROM o_orderdate) = 1996 LIMIT 100;"
Q140_V004,Q_1532,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders  JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name = sr.r_name AND EXTRACT(YEAR FROM o_orderdate) = 1996 LIMIT 100;"
Q140_V005,Q_1533,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders  JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name OR EXTRACT(YEAR FROM o_orderdate) = 1996 LIMIT 100;"
Q140_V006,Q_1534,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders  JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name And EXTRACT(YEAR FROM o_orderdate) = 1995 LIMIT 100;"
Q140_V007,Q_1535,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders  JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name And EXTRACT(YEAR FROM o_orderdate) = 1998 LIMIT 100;"
Q140_V008,Q_1536,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders  JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name And EXTRACT(YEAR FROM o_orderdate) = 1998 LIMIT 1000;"
Q140_V009,Q_1537,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders  JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name And EXTRACT(YEAR FROM o_orderdate) = 1998 LIMIT 10000;"
Q140_V010,Q_1538,"SELECT o_orderkey, c_name AS customer, cn.n_name AS customer_nation, cr.r_name AS customer_region, l_partkey, p_name AS part, p_brand, s_name AS supplier, sn.n_name AS supplier_nation, sr.r_name AS supplier_region, l_extendedprice * (1 - l_discount) AS line_revenue FROM orders  JOIN customer ON o_custkey = c_custkey JOIN nation cn ON c_nationkey = cn.n_nationkey JOIN region cr ON cn.n_regionkey = cr.r_regionkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey JOIN supplier ON l_suppkey = s_suppkey JOIN nation sn ON s_nationkey = sn.n_nationkey JOIN region sr ON sn.n_regionkey = sr.r_regionkey WHERE cr.r_name != sr.r_name And EXTRACT(YEAR FROM o_orderdate) = 1996 LIMIT 10000;"
Q141_V001,Q_1539,"WITH last_order AS ( SELECT o_custkey, MAX(o_orderdate) AS last_order_date FROM orders GROUP BY o_custkey ), active AS ( SELECT o_custkey, last_order_date, DATE '1998-12-31' - last_order_date AS days_inactive FROM last_order ) SELECT c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive, SUM(o.o_totalprice) AS lifetime_revenue FROM active a JOIN customer c ON a.o_custkey = c.c_custkey JOIN nation n ON c.c_nationkey = n.n_nationkey JOIN orders o ON c.c_custkey = o.o_custkey WHERE a.days_inactive > 730 GROUP BY c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive ORDER BY lifetime_revenue DESC LIMIT 50;"
Q141_V002,Q_1540,"WITH last_order AS ( SELECT o_custkey, MAX(o_orderdate) AS last_order_date FROM orders GROUP BY o_custkey ), active AS ( SELECT o_custkey, last_order_date, DATE '1998-12-31' - last_order_date AS days_inactive FROM last_order ) SELECT c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive, SUM(o.o_totalprice) AS lifetime_revenue FROM active a JOIN customer c ON a.o_custkey = c.c_custkey JOIN nation n ON c.c_nationkey = n.n_nationkey JOIN orders o ON c.c_custkey = o.o_custkey WHERE a.days_inactive > 730 GROUP BY c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive ORDER BY lifetime_revenue DESC LIMIT 100;"
Q141_V003,Q_1541,"WITH last_order AS ( SELECT o_custkey, MAX(o_orderdate) AS last_order_date FROM orders GROUP BY o_custkey ), active AS ( SELECT o_custkey, last_order_date, DATE '1998-12-31' - last_order_date AS days_inactive FROM last_order ) SELECT c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive, SUM(o.o_totalprice) AS lifetime_revenue FROM active a JOIN customer c ON a.o_custkey = c.c_custkey JOIN nation n ON c.c_nationkey = n.n_nationkey JOIN orders o ON c.c_custkey = o.o_custkey WHERE a.days_inactive > 730 GROUP BY c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive ORDER BY lifetime_revenue DESC LIMIT 1000;"
Q141_V004,Q_1542,"WITH last_order AS ( SELECT o_custkey, MAX(o_orderdate) AS last_order_date FROM orders GROUP BY o_custkey ), active AS ( SELECT o_custkey, last_order_date, DATE '1998-12-31' - last_order_date AS days_inactive FROM last_order ) SELECT c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive, SUM(o.o_totalprice) AS lifetime_revenue FROM active a JOIN customer c ON a.o_custkey = c.c_custkey JOIN nation n ON c.c_nationkey = n.n_nationkey JOIN orders o ON c.c_custkey = o.o_custkey WHERE a.days_inactive > 730 GROUP BY c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive ORDER BY lifetime_revenue ASC LIMIT 1000;"
Q141_V005,Q_1543,"WITH last_order AS ( SELECT o_custkey, MAX(o_orderdate) AS last_order_date FROM orders GROUP BY o_custkey ), active AS ( SELECT o_custkey, last_order_date, DATE '1998-12-31' - last_order_date AS days_inactive FROM last_order ) SELECT c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive, SUM(o.o_totalprice) AS lifetime_revenue FROM active a JOIN customer c ON a.o_custkey = c.c_custkey JOIN nation n ON c.c_nationkey = n.n_nationkey JOIN orders o ON c.c_custkey = o.o_custkey WHERE a.days_inactive > 1000 GROUP BY c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive ORDER BY lifetime_revenue ASC LIMIT 1000;"
Q141_V006,Q_1544,"WITH last_order AS ( SELECT o_custkey, MAX(o_orderdate) AS last_order_date FROM orders GROUP BY o_custkey ), active AS ( SELECT o_custkey, last_order_date, DATE '1998-12-31' - last_order_date AS days_inactive FROM last_order ) SELECT c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive, SUM(o.o_totalprice) AS lifetime_revenue FROM active a JOIN customer c ON a.o_custkey = c.c_custkey JOIN nation n ON c.c_nationkey = n.n_nationkey JOIN orders o ON c.c_custkey = o.o_custkey WHERE a.days_inactive > 10 GROUP BY c.c_custkey, c.c_name, c.c_mktsegment, n.n_name, a.last_order_date, a.days_inactive ORDER BY lifetime_revenue ASC LIMIT 1000;"
